Year,Quarter,Region,Age,Gender,Employment rate of people with mental illness,Employment rate of population ,
2009,1,West Midlands ,All,Any,27%,68.20%,
2009,1,Yorkshire & Humberside ,All,Any,29.60%,69%,
2010,4,East Midlands ,All,Any,31.20%,71%,
2010,4,Eastern ,All,Any,33.50%,74.20%,
2010,4,London ,All,Any,30%,68.90%,
2010,4,Merseyside ,All,Any,18.20%,64.70%,
2010,4,North East ,All,Any,20.60%,65.90%,
2010,4,North West ,All,Any,25.10%,70.40%,
2010,4,South East ,All,Any,37.60%,75.20%,
2010,4,South West ,All,Any,28.20%,74.20%,
2010,4,West Midlands ,All,Any,25.10%,68.20%,
2010,4,Yorkshire & Humberside ,All,Any,24.70%,68.30%,
2010,3,East Midlands ,All,Any,31.10%,71.10%,
2010,3,Eastern ,All,Any,30.80%,74.20%,
2010,3,London ,All,Any,29.80%,69%,
2010,3,Merseyside ,All,Any,22.20%,64.40%,
2010,3,North East ,All,Any,22.90%,68.40%,
2010,3,North West ,All,Any,26.60%,70.60%,
2010,3,South East ,All,Any,38.80%,75.60%,
2010,3,South West ,All,Any,29.60%,74.90%,
2010,3,West Midlands ,All,Any,28.20%,69.40%,
2010,3,Yorkshire & Humberside ,All,Any,26%,68.80%,
2010,2,East Midlands ,All,Any,28.40%,70.20%,
2010,2,Eastern ,All,Any,33.30%,73.10%,
2010,2,London ,All,Any,29%,68%,
2010,2,Merseyside ,All,Any,19.70%,64.40%,
2010,2,North East ,All,Any,23.80%,67.10%,
2010,2,North West ,All,Any,26.30%,70.20%,
2010,2,South East ,All,Any,39.10%,74.30%,
2010,2,South West ,All,Any,30.60%,73.50%,
2010,2,West Midlands ,All,Any,26.60%,69%,
2010,2,Yorkshire & Humberside ,All,Any,28.50%,69.40%,
2010,1,East Midlands ,All,Any,31.60%,70.60%,
2010,1,Eastern ,All,Any,31.70%,73.20%,
2010,1,London ,All,Any,30%,67.90%,
2010,1,Merseyside ,All,Any,21.60%,64.90%,
2010,1,North East ,All,Any,25.20%,66.40%,
2010,1,North West ,All,Any,24.60%,69.50%,
2010,1,South East ,All,Any,41%,74.60%,
2010,1,South West ,All,Any,30.50%,72.80%,
2010,1,West Midlands ,All,Any,26.90%,68.60%,
2010,1,Yorkshire & Humberside ,All,Any,29.20%,68.30%,
2011,4,East Midlands ,All,Any,33%,71.40%,
2011,4,Eastern ,All,Any,40.70%,74.90%,
2011,4,London ,All,Any,24.10%,67.50%,
2011,4,Merseyside ,All,Any,21.20%,64%,
2011,4,North East ,All,Any,21.60%,66.60%,
2011,4,North West ,All,Any,22.90%,70.10%,
2011,4,South East ,All,Any,37.50%,74.40%,
2011,4,South West ,All,Any,35.40%,74.30%,
2011,4,West Midlands ,All,Any,28.60%,68.40%,
2011,4,Yorkshire & Humberside ,All,Any,27.70%,68.10%,
2011,3,East Midlands ,All,Any,34.70%,72.20%,
2011,3,Eastern ,All,Any,35.90%,74.30%,
2011,3,London ,All,Any,24.20%,67.80%,
2011,3,Merseyside ,All,Any,23.90%,66.10%,
2011,3,North East ,All,Any,19.20%,65.50%,
2011,3,North West ,All,Any,25.40%,69.60%,
2011,3,South East ,All,Any,36.10%,74.50%,
2011,3,South West ,All,Any,34.70%,74.20%,
2011,3,West Midlands ,All,Any,26.80%,68%,
2011,3,Yorkshire & Humberside ,All,Any,23.50%,68.10%,
2011,2,East Midlands ,All,Any,35.70%,71.70%,
2011,2,Eastern ,All,Any,37%,74.60%,
2011,2,London ,All,Any,23.50%,68.10%,
2011,2,Merseyside ,All,Any,19.40%,66%,
2011,2,North East ,All,Any,19.60%,66%,
2011,2,North West ,All,Any,23.80%,69%,
2011,2,South East ,All,Any,33.20%,74.70%,
2011,2,South West ,All,Any,28.90%,72.60%,
2011,2,West Midlands ,All,Any,23.70%,67.90%,
2011,2,Yorkshire & Humberside ,All,Any,24.20%,68%,
2011,1,East Midlands ,All,Any,35.90%,71.50%,
2011,1,Eastern ,All,Any,36.50%,74.40%,
2011,1,London ,All,Any,25.90%,68.90%,
2011,1,Merseyside ,All,Any,17.40%,65.30%,
2011,1,North East ,All,Any,19.50%,65.10%,
2011,1,North West ,All,Any,24.70%,69.40%,
2011,1,South East ,All,Any,35.30%,74.70%,
2011,1,South West ,All,Any,31.90%,73%,
2011,1,West Midlands ,All,Any,19.90%,67.60%,
2011,1,Yorkshire & Humberside ,All,Any,26.10%,68.30%,
2012,4,East Midlands,All,Any,32.70%,71.50%,
2012,4,Eastern,All,Any,39.20%,75%,
2012,4,London,All,Any,30.70%,70.40%,
2012,4,Merseyside,All,Any,24.90%,69.40%,
2012,4,North East,All,Any,25.10%,68%,
2012,4,North West,All,Any,24.10%,70.10%,
2012,4,South East,All,Any,42.70%,75.10%,
2012,4,South West,All,Any,37.90%,75.20%,
2012,4,West Midlands,All,Any,33.80%,71.10%,
2012,4,Yorkshire & Humberside,All,Any,32.50%,70.20%,
2012,3,East Midlands ,All,Any,28.40%,71.90%,
2012,3,Eastern ,All,Any,41.90%,74.80%,
2012,3,London ,All,Any,29.30%,69.70%,
2012,3,Merseyside ,All,Any,16.70%,66.90%,
2012,3,North East ,All,Any,24.80%,68.50%,
2012,3,North West ,All,Any,29%,70.90%,
2012,3,South East ,All,Any,42%,74.90%,
2012,3,South West ,All,Any,35.40%,75%,
2012,3,West Midlands ,All,Any,31.30%,70.10%,
2012,3,Yorkshire & Humberside ,All,Any,31.60%,70.20%,
2012,2,East Midlands ,All,Any,26.90%,71.20%,
2012,2,Eastern ,All,Any,44%,74.70%,
2012,2,London ,All,Any,27.70%,68.80%,
2012,2,Merseyside ,All,Any,14.30%,67.20%,
2012,2,North East ,All,Any,22.10%,66.20%,
2012,2,North West ,All,Any,28.80%,70.20%,
2012,2,South East ,All,Any,38.80%,74.40%,
2012,2,South West ,All,Any,34.70%,73.90%,
2012,2,West Midlands ,All,Any,28.20%,68.60%,
2012,2,Yorkshire & Humberside ,All,Any,30.20%,69.40%,
2012,1,East Midlands ,All,Any,29.50%,71.90%,
2012,1,Eastern ,All,Any,41.90%,74.80%,
2012,1,London ,All,Any,21.50%,67.40%,
2012,1,Merseyside ,All,Any,16.40%,64.50%,
2012,1,North East ,All,Any,23.70%,66.60%,
2012,1,North West ,All,Any,24.70%,68.60%,
2012,1,South East ,All,Any,40.20%,74.80%,
2012,1,South West ,All,Any,29.70%,72.70%,
2012,1,West Midlands ,All,Any,26.90%,68.70%,
2012,1,Yorkshire & Humberside ,All,Any,28.60%,68.70%,
2013,4,East Midlands,All,Any,38.70%,72.80%,
2013,4,Eastern,All,Any,39%,75.90%,
2013,4,London,All,Any,31.30%,71.50%,
2013,4,Merseyside,All,Any,21.30%,66.80%,
2013,4,North East,All,Any,33.20%,67.90%,
2013,4,North West,All,Any,29.10%,69.50%,
2013,4,South East,All,Any,45%,76.80%,
2013,4,South West,All,Any,39.50%,75.20%,
2013,4,West Midlands,All,Any,31.80%,69.70%,
2013,4,Yorkshire & Humberside,All,Any,34.60%,71.20%,
2013,3,East Midlands,All,Any,36.10%,73%,
2013,3,Eastern,All,Any,41.60%,75.70%,
2013,3,London,All,Any,30.60%,70.60%,
2013,3,Merseyside,All,Any,21.80%,65.60%,
2013,3,North East,All,Any,29%,68%,
2013,3,North West,All,Any,29.70%,69.40%,
2013,3,South East,All,Any,43%,76.50%,
2013,3,South West,All,Any,40.10%,75%,
2013,3,West Midlands,All,Any,31.50%,68.60%,
2013,3,Yorkshire & Humberside,All,Any,34.60%,71.20%,
2013,2,East Midlands,All,Any,32%,70.90%,
2013,2,Eastern,All,Any,40.80%,75.50%,
2013,2,London,All,Any,28.80%,69.90%,
2013,2,Merseyside,All,Any,22.40%,69.50%,
2013,2,North East,All,Any,29%,66.10%,
2013,2,North West,All,Any,28%,69%,
2013,2,South East,All,Any,40.90%,75.60%,
2013,2,South West,All,Any,34.30%,73.70%,
2013,2,West Midlands,All,Any,32.20%,68.80%,
2013,2,Yorkshire & Humberside,All,Any,33.70%,70.20%,
2013,1,East Midlands,All,Any,33.30%,70.50%,
2013,1,Eastern,All,Any,38.10%,74.50%,
2013,1,London,All,Any,29.20%,70.30%,
2013,1,Merseyside,All,Any,25.80%,68.40%,
2013,1,North East,All,Any,27.50%,66.20%,
2013,1,North West,All,Any,24.50%,68.80%,
2013,1,South East,All,Any,39.50%,74.50%,
2013,1,South West,All,Any,37.20%,74%,
2013,1,West Midlands,All,Any,31.50%,69.70%,
2013,1,Yorkshire & Humberside,All,Any,31.40%,70.30%,
2014,1,East Midlands,All,Any,36.80%,72.70%,
2014,1,Eastern,All,Any,39.60%,76.10%,
2014,1,London,All,Any,32.90%,71.70%,
2014,1,Merseyside,All,Any,17.70%,68.10%,
2014,1,North East,All,Any,33.50%,68.90%,
2014,1,North West,All,Any,28.30%,69.70%,
2014,1,South East,All,Any,44.60%,75.90%,
2014,1,South West,All,Any,43.40%,75.50%,
2014,1,West Midlands,All,Any,33%,70.10%,
2014,1,Yorkshire & Humberside,All,Any,36.60%,71.20%,
